"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0170055","lipid transmembrane transporter activity","15/1251","56/18662",0.267857142857143,3.99580335731415,6.0181784588405,2.71941008201955e-06,5.45285593949812e-05,4.19602707504029e-05,"FABP2/FABP4/CEACAM1/SLCO2A1/SLC43A3/SLC2A1/SLCO4A1/SLCO1B3/SLC27A5/SLC22A7/AKR1C4/SLC10A1/SLCO1B1/RBP4/SLC22A1",15
"GO:0004620","phospholipase activity","22/1251","109/18662",0.201834862385321,3.01090503743794,5.6439348547349,2.73985864940299e-06,5.45285593949812e-05,4.19602707504029e-05,"GDPD3/PLCE1/PLCD1/PLCD3/ABHD3/PLA2G10/SMPD3/CCL5/BDKRB2/LIPH/MGLL/SMPDL3B/PLA2G4F/PRDX6/PLCB4/LIPG/PLA2G12B/EDNRA/LCAT/GDPD5/LIPC/NOTUM",22
"GO:0043177","organic acid binding","31/1251","188/18662",0.164893617021277,2.45982788237495,5.39242809613457,2.83569913027282e-06,5.53506657159022e-05,4.25928897704946e-05,"UGT1A8/FABP2/GSTM2/FABP4/FABP1/VDR/EGLN3/CAD/PC/EPDR1/FCN1/CRABP2/TNFRSF11B/RBP1/GSTA1/S100A9/GLDC/S100A8/PRR7/CYP2W1/AKR1C1/UGT1A1/GNMT/FABP6/APOC1/SERPINA5/AKR1C4/FTCD/CPS1/ALB/AMBP",31
"GO:0033764","steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","11/1251","32/18662",0.34375,5.12794764188649,6.264508392323,4.08474878316415e-06,7.67781484242892e-05,5.90815516005419e-05,"HSD3B2/DHRS11/DHRS9/HSD11B2/HSD17B2/AKR1C1/HSD17B6/HSD11B1/AKR1C4/HSD17B13/RDH16",11
"GO:0120015","sterol transfer activity","11/1251","32/18662",0.34375,5.12794764188649,6.264508392323,4.08474878316415e-06,7.67781484242892e-05,5.90815516005419e-05,"OSBPL7/OSBPL1A/GRAMD1A/APOE/ABCG8/ABCG5/MTTP/APOA5/APOB/APOA1/APOA2",11
"GO:0015291","secondary active transmembrane transporter activity","41/1251","289/18662",0.141868512110727,2.1163470607597,5.12675272161903,4.25903999850863e-06,7.85986472452048e-05,6.04824436151848e-05,"SLC26A3/SLC26A2/SLC6A19/SLC4A4/SLC9A3/SLC17A4/SLC9A2/SLC36A1/SLC22A5/SLC16A9/SLC15A1/SLC25A23/SLC30A10/SLCO2A1/SLC9A1/SLC6A9/SLC44A4/CHP1/SLC1A1/MFSD12/SLC29A1/SLC25A15/SLC39A10/SLC38A5/SLC16A2/SLC17A9/SLC5A6/SLC38A4/SLC6A6/SLC7A5/SLCO4A1/SLC6A20/SLC35D3/SLC25A18/SLCO1B3/SLC38A3/SLC22A7/SLC13A5/SLC10A1/SLCO1B1/SLC22A1",41
"GO:0048029","monosaccharide binding","17/1251","73/18662",0.232876712328767,3.47397698279732,5.67692719599055,4.88179537449936e-06,8.84825411628009e-05,6.80881986443332e-05,"CD209/UGP2/EGLN3/CLEC10A/HKDC1/GALK1/SLC2A3/FBP1/KHK/PKLR/CLEC4G/COLEC11/COLEC10/ALDOB/MBL2/ASGR1/ASGR2",17
"GO:0016645","oxidoreductase activity, acting on the CH-NH group of donors","10/1251","27/18662",0.37037037037037,5.52506143233561,6.3070448110622,5.19798882053259e-06,9.25606781200101e-05,7.12263657402618e-05,"MTHFD2/PYCR1/MTHFD1/SMOX/ALDH1L1/MTHFD1L/SARDH/PRODH2/DMGDH/PIPOX",10
"GO:0015175","neutral L-amino acid transmembrane transporter activity","12/1251","40/18662",0.3,4.47529976019185,5.89784504965357,7.51112996945836e-06,0.000131444774465521,0.000101148066013396,"SLC6A19/SLC36A1/SLC6A9/SLC1A1/MFSD12/SLC43A1/SLC38A5/SLC38A4/SLC6A6/SLC7A5/SLC6A20/SLC38A3",12
"GO:0090482","vitamin transmembrane transporter activity","11/1251","34/18662",0.323529411764706,4.82630366295199,5.98577007778051,7.99711136203113e-06,0.00013757742427901,0.000105867201260073,"ABCG2/SLC44A4/SLC25A32/SLC19A2/SLC2A3/SLC5A6/SLC2A1/RBP4/SLC22A1/SLC2A2/GC",11
"GO:0016209","antioxidant activity","17/1251","77/18662",0.220779220779221,3.29351064602863,5.40566457294184,1.04973325766401e-05,0.000177579876088161,0.000136649487225736,"GSTM2/MB/FABP1/HBA1/HBA2/HBB/PRDX6/PXDN/PTGS2/GSTA1/S100A9/APOE/APOM/CP/ALB/HP/AMBP",17
"GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","11/1251","35/18662",0.314285714285714,4.68840927258193,5.85444760481913,1.09590718287435e-05,0.000182351768953682,0.000140321506418078,"CYP4F2/SQLE/CYP1B1/AKR1C1/CYP2B6/CYP2D6/CYP3A4/AKR1D1/AKR1C4/FMO3/CYP2E1",11
"GO:0008081","phosphoric diester hydrolase activity","18/1251","86/18662",0.209302325581395,3.12230215827338,5.28767304849147,1.27988389477245e-05,0.000209529379547425,0.000161234949052828,"SMPDL3A/PDE9A/GDPD3/PLCE1/PLCD1/PLCD3/TDP2/PDE5A/SMPD3/CCL5/BDKRB2/PDE3A/SMPDL3B/PDE8A/PLCB4/EDNRA/GDPD5/NOTUM",18
"GO:0120020","cholesterol transfer activity","9/1251","25/18662",0.36,5.37035971223022,5.86115814039865,2.03206278240842e-05,0.000327387892721357,0.000251928251386307,"GRAMD1A/APOE/ABCG8/ABCG5/MTTP/APOA5/APOB/APOA1/APOA2",9
"GO:0071813","lipoprotein particle binding","10/1251","32/18662",0.3125,4.66177058353317,5.55704542338181,2.91919373801767e-05,0.000455843329859682,0.000350775992487305,"LDLR/HSPD1/MSR1/TREM2/APOE/PCSK9/LIPC/CRP/APOA1/APOA2",10
"GO:0071814","protein-lipid complex binding","10/1251","32/18662",0.3125,4.66177058353317,5.55704542338181,2.91919373801767e-05,0.000455843329859682,0.000350775992487305,"LDLR/HSPD1/MSR1/TREM2/APOE/PCSK9/LIPC/CRP/APOA1/APOA2",10
"GO:0001851","complement component C3b binding","6/1251","11/18662",0.545454545454545,8.13690865489427,6.34657875102405,3.09023022559743e-05,0.000475239951360817,0.000365701886346618,"CFH/CFHR4/CFHR5/CFHR3/CFHR2/CFHR1",6
"GO:0042887","amide transmembrane transporter activity","11/1251","39/18662",0.282051282051282,4.20754678308635,5.37483002816584,3.43376266004148e-05,0.000520189417901806,0.000400290949528794,"AQP8/ABCG2/SLC15A1/AQP7/SLC25A32/SLC19A2/SLC38A5/SLC5A6/SLC38A3/AQP9/SLC25A47",11
"GO:0019825","oxygen binding","10/1251","33/18662",0.303030303030303,4.52050480827459,5.42564524310191,3.93809476841151e-05,0.000587818557343777,0.000452332247393396,"MB/HBA1/HBA2/HBB/CBS/TDO2/CYP3A4/CYP8B1/ALB/CYP2E1",10
"GO:0008395","steroid hydroxylase activity","9/1251","27/18662",0.333333333333333,4.97255528910205,5.53696001644261,4.12540978121091e-05,0.00060685375767088,0.000466980024051639,"CYP27A1/CYP39A1/CYP1B1/CYP2B6/CYP3A4/CYP1A2/CYP2C9/CYP8B1/CYP2C8",9
"GO:0002020","protease binding","23/1251","139/18662",0.165467625899281,2.46839075502188,4.65776562943134,4.95600518220583e-05,0.000718620751419845,0.000552985841382966,"ALPI/CD177/CTSG/BDKRB2/SRI/RIOK3/PINK1/LDLR/RIPK2/COL3A1/COL1A2/FN1/TIMP1/ADAMTS4/COL1A1/SERPINA1/SERPINE1/FAP/COMP/SERPINA5/SERPINF2/SERPINC1/PLG",23
"GO:0004629","phospholipase C activity","9/1251","28/18662",0.321428571428571,4.79496402877698,5.38663920116836,5.71949988704303e-05,0.000817646814837842,0.000629187385646543,"PLCE1/PLCD1/PLCD3/CCL5/BDKRB2/PLCB4/EDNRA/GDPD5/NOTUM",9
"GO:0016725","oxidoreductase activity, acting on CH or CH2 groups","6/1251","12/18662",0.5,7.45883293365308,5.99914707959903,5.82913501780615e-05,0.000821746117093505,0.000632341839650901,"XDH/RRM2/CYP3A4/CYP1A2/CYP2C9/CYP2C8",6
"GO:0008028","monocarboxylic acid transmembrane transporter activity","15/1251","71/18662",0.211267605633803,3.15161954943088,4.86886277011557,5.91946552695496e-05,0.000823048973953327,0.000633344401009457,"ABCG2/FABP2/FABP4/CEACAM1/SLC16A9/SLC43A3/SLC16A2/SLC5A6/SLC2A1/SLC6A6/SLCO1B3/SLC27A5/AKR1C4/SLC10A1/SLCO1B1",15
"GO:0045236","CXCR chemokine receptor binding","7/1251","17/18662",0.411764705882353,6.14256829830253,5.68600960033186,6.40063396154826e-05,0.000866219129462864,0.000666564266592113,"CCL28/CXCL13/CXCL9/CXCL10/CXCL5/CXCL11/CXCL6",7
"GO:0070492","oligosaccharide binding","7/1251","17/18662",0.411764705882353,6.14256829830253,5.68600960033186,6.40063396154826e-05,0.000866219129462864,0.000666564266592113,"ITLN1/LGALS3/LOXL2/REG1A/REG3A/REG1B/COLEC11",7
"GO:0030170","pyridoxal phosphate binding","13/1251","56/18662",0.232142857142857,3.46302957633893,4.94790537690676,6.50478004387083e-05,0.00086873049270117,0.000668496785672044,"GPT/SHMT2/ABAT/SDS/GLDC/CBS/GPT2/KYNU/PSAT1/AGXT2/TAT/AGXT/ALB",13
"GO:0022804","active transmembrane transporter activity","53/1251","459/18662",0.115468409586057,1.72251915243404,4.20115278075221,7.57414801214181e-05,0.000998410419782329,0.000768286784006729,"SLC26A3/SLC26A2/SLC6A19/SLC4A4/SLC9A3/SLC17A4/ABCG2/SLC9A2/ABCA8/SLC36A1/SLC22A5/SLC16A9/ATP2A3/SLC15A1/SLC25A23/ATP8A1/ABCA5/SLC30A10/SLCO2A1/SLC9A1/SLC6A9/SLC44A4/ABCB1/CYBRD1/CHP1/SLC1A1/MFSD12/SLC29A1/SLC25A15/SLC39A10/SLC38A5/SLC16A2/SLC17A9/SLC5A6/KCNJ8/SLC38A4/SLC6A6/SLC7A5/SLC22A3/SLCO4A1/SLC6A20/ABCG8/ABCG5/SLC35D3/SLC25A18/ABCB4/SLCO1B3/SLC38A3/SLC22A7/SLC13A5/SLC10A1/SLCO1B1/SLC22A1",53
"GO:0008083","growth factor activity","25/1251","162/18662",0.154320987654321,2.30210893013984,4.46172926466528,7.79587010847014e-05,0.00100422022952169,0.000772757490593824,"BMP3/OGN/PTN/BMP2/KITLG/PDGFB/JAG2/PGF/VEGFA/CXCL1/AREG/REG1A/GDF15/BMP7/MACC1/EREG/TIMP1/IL6/AGT/IGF2/INHBA/INHBE/INHBC/ANGPTL3/F2",25
"GO:0004022","alcohol dehydrogenase (NAD+) activity","8/1251","23/18662",0.347826086956522,5.18875334514997,5.38792640602562,7.87500762346438e-05,0.00100422022952169,0.000772757490593824,"DHRS9/ADH1B/SORD/HSD17B6/ADH1A/HSD17B13/RDH16/ADH4",8
"GO:0070279","vitamin B6 binding","13/1251","57/18662",0.228070175438596,3.40227467149088,4.86888488323032,7.91503629179658e-05,0.00100422022952169,0.000772757490593824,"GPT/SHMT2/ABAT/SDS/GLDC/CBS/GPT2/KYNU/PSAT1/AGXT2/TAT/AGXT/ALB",13
"GO:0042056","chemoattractant activity","11/1251","43/18662",0.255813953488372,3.81614708233413,4.95559309155414,9.19638801317926e-05,0.0011523868930095,0.000886773217125278,"SCG2/CCL5/CCL15/LGALS3/PDGFB/CCL3/PGF/VEGFA/CXCL10/CCL16/COLEC10",11
"GO:0034185","apolipoprotein binding","7/1251","18/18662",0.388888888888889,5.80131450395239,5.46274733399463,9.86865339323126e-05,0.00122154673099143,0.000939992402795584,"HSPD1/TREM2/LCAT/PCSK9/LIPC/MTTP/PLG",7
"GO:0015651","quaternary ammonium group transmembrane transporter activity","6/1251","13/18662",0.461538461538462,6.8850765541413,5.68958083155619,0.000102109630905807,0.00124869006469149,0.000960879469018498,"SLC22A5/SLC16A9/SLC44A4/SLC22A3/SLC6A20/SLC22A1",6
"GO:0005537","D-mannose binding","8/1251","24/18662",0.333333333333333,4.97255528910205,5.21987581619938,0.000111212235577537,0.00134381451322857,0.00103407868168587,"CD209/CLEC10A/CLEC4G/COLEC11/COLEC10/MBL2/ASGR1/ASGR2",8
"GO:0120013","lipid transfer activity","14/1251","67/18662",0.208955223880597,3.1171242110789,4.65339482175926,0.00011734129689345,0.00140119313349237,0.00107823210272371,"GLTP/OSBPL7/OSBPL1A/GRAMD1A/TTPA/APOE/GLTPD2/ABCG8/ABCG5/MTTP/APOA5/APOB/APOA1/APOA2",14
"GO:0018455","alcohol dehydrogenase [NAD(P)+] activity","12/1251","52/18662",0.230769230769231,3.44253827707065,4.7277457953473,0.000131198866250916,0.00154845173540325,0.00119154906680758,"AKR1B10/DHRS9/ADH1B/SORD/AKR1C1/HSD17B6/AKR1D1/AKR1C4/ADH1A/HSD17B13/RDH16/ADH4",12
"GO:0070325","lipoprotein particle receptor binding","9/1251","31/18662",0.290322580645161,4.33093525179856,4.97523052392718,0.000139042204719512,0.00162215905506097,0.00124826758501969,"CLU/APOE/PCSK9/APOA5/CRP/APOB/APOC3/APOA1/APOA2",9
"GO:0043178","alcohol binding","17/1251","94/18662",0.180851063829787,2.69787574195962,4.42355590316149,0.000152869660093664,0.00171752228820195,0.00132165054482328,"SIDT1/PROM2/OSBPL7/OSBPL1A/GRAMD1A/TMEM97/CRABP2/RBP1/SULT2B1/CYP2W1/C8G/RBP4/APOF/ADH4/APOC3/APOA1/APOA2",17
"GO:0004435","phosphatidylinositol-4,5-bisphosphate phospholipase C activity","8/1251","25/18662",0.32,4.77365307753797,5.06090548852447,0.000153984756873278,0.00171752228820195,0.00132165054482328,"PLCE1/PLCD1/PLCD3/CCL5/BDKRB2/PLCB4/EDNRA/GDPD5",8
"GO:0015645","fatty acid ligase activity","8/1251","25/18662",0.32,4.77365307753797,5.06090548852447,0.000153984756873278,0.00171752228820195,0.00132165054482328,"ACSF2/ACSL1/ACSS3/ACSM5/ACSL6/ACSM2A/SLC27A5/ACSM2B",8
"GO:0120515","fatty acid-CoA ligase activity","8/1251","25/18662",0.32,4.77365307753797,5.06090548852447,0.000153984756873278,0.00171752228820195,0.00132165054482328,"ACSF2/ACSL1/ACSS3/ACSM5/ACSL6/ACSM2A/SLC27A5/ACSM2B",8
"GO:0038187","pattern recognition receptor activity","12/1251","53/18662",0.226415094339623,3.37758472467309,4.64618686012369,0.000159368792641111,0.00175825352750791,0.00135299364004238,"TLR3/CD209/CLEC10A/FCN1/CLEC4G/MARCO/MBL2/FCN2/PGLYRP2/FCN3/ASGR1/ASGR2",12
"GO:1901474","azole transmembrane transporter activity","6/1251","14/18662",0.428571428571429,6.39328537170264,5.41109977038059,0.000168560738547059,0.00183966827554049,0.00141564310132335,"SLC44A4/SLC19A2/SLC7A1/SLC38A5/SLC38A3/SLC22A1",6
"GO:0004745","all-trans-retinol dehydrogenase (NAD+) activity","7/1251","20/18662",0.35,5.22118305355715,5.06275819688999,0.000213457735164531,0.00228062738096841,0.00175496553453831,"DHRS9/ADH1B/HSD17B6/ADH1A/HSD17B13/RDH16/ADH4",7
"GO:0055102","lipase inhibitor activity","7/1251","20/18662",0.35,5.22118305355715,5.06275819688999,0.000213457735164531,0.00228062738096841,0.00175496553453831,"ANXA3/ANGPTL4/APOC1/ANGPTL3/APOC2/APOC3/APOA2",7
"GO:0016713","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen","5/1251","10/18662",0.5,7.45883293365308,5.47615334915892,0.000254526904384173,0.00263617150969322,0.00202856029058062,"CYP4F12/CYP27A1/CYP4F2/CYP4A22/CYP4A11",5
"GO:0031956","medium-chain fatty acid-CoA ligase activity","5/1251","10/18662",0.5,7.45883293365308,5.47615334915892,0.000254526904384173,0.00263617150969322,0.00202856029058062,"ACSF2/ACSS3/ACSM5/ACSM2A/ACSM2B",5
"GO:0035473","lipase binding","5/1251","10/18662",0.5,7.45883293365308,5.47615334915892,0.000254526904384173,0.00263617150969322,0.00202856029058062,"ANGPTL4/ANGPTL3/APOA5/APOB/APOH",5
"GO:0005518","collagen binding","14/1251","72/18662",0.194444444444444,2.9006572519762,4.33126358264361,0.000261789044050823,0.00268399878496551,0.0020653638563074,"SPARCL1/TNXB/ACHE/PDGFB/AEBP1/SERPINH1/ITGA2/SPARC/MMP12/MMP9/FN1/TGFBI/COMP/VTN",14
"GO:0004089","carbonate dehydratase activity","6/1251","15/18662",0.4,5.96706634692246,5.15852285106014,0.000265027924589829,0.00269003343458676,0.00207000757942793,"CA7/CA4/CA1/CA2/CA12/CA9",6
"GO:0016405","CoA-ligase activity","8/1251","27/18662",0.296296296296296,4.42004914586849,4.76687522182301,0.000280239368304314,0.00281626691909781,0.00216714550580304,"ACSF2/ACSL1/ACSS3/ACSM5/ACSL6/ACSM2A/SLC27A5/ACSM2B",8
"GO:0015020","glucuronosyltransferase activity","9/1251","34/18662",0.264705882352941,3.94879390605163,4.61301660380185,0.000301421661992907,0.00299944104826275,0.00230809982661235,"UGT1A8/UGT1A10/UGT2A3/CHPF/UGT1A6/UGT2B7/UGT1A1/UGT1A4/UGT2B4",9
"GO:0048306","calcium-dependent protein binding","15/1251","82/18662",0.182926829268293,2.72884131719015,4.20555636507997,0.000322417330315354,0.00317721932301053,0.00244490198358705,"STMN2/CD177/SLC9A1/CHP1/VAMP2/ANXA3/S100P/S100A11/S100A9/S100A8/MASP1/S100A2/MBL2/FCN2/MASP2",15
"GO:0005416","amino acid:monoatomic cation symporter activity","8/1251","28/18662",0.285714285714286,4.26219024780176,4.63041065402171,0.00036945711607787,0.00360575935402921,0.00277466781507874,"SLC36A1/SLC6A9/SLC1A1/SLC38A4/SLC6A6/SLC6A20/SLC25A18/SLC38A3",8
"GO:0015385","sodium:proton antiporter activity","6/1251","16/18662",0.375,5.59412470023981,4.92781260566416,0.000400067499710461,0.00383083502081244,0.00294786578734024,"SLC9A3/SLC9A2/SLC9A1/CHP1/SLC38A5/SLC38A3",6
"GO:0019841","retinol binding","6/1251","16/18662",0.375,5.59412470023981,4.92781260566416,0.000400067499710461,0.00383083502081244,0.00294786578734024,"CRABP2/RBP1/CYP2W1/C8G/RBP4/ADH4",6
"GO:0015171","amino acid transmembrane transporter activity","17/1251","102/18662",0.166666666666667,2.48627764455103,4.03455182967805,0.000419662192326207,0.00398090771225327,0.00306334822140724,"SLC6A19/SLC36A1/SLC6A9/SLC1A1/MFSD12/SLC7A1/SLC43A1/SLC25A15/SLC38A5/SLC16A2/SLC7A2/SLC38A4/SLC6A6/SLC7A5/SLC6A20/SLC25A18/SLC38A3",17
"GO:0033218","amide binding","31/1251","245/18662",0.126530612244898,1.88754139545506,3.74840466421156,0.000488020158291057,0.00458648574690206,0.0035293465638593,"ITM2C/GSTM2/VIPR1/ITM2A/GLTP/ACHE/LDLR/PC/LEPR/EPDR1/FASN/NME1/LAPTM4B/PFDN4/ITGA2/MSR1/FBXO2/CLU/TREM2/FKBP10/APOE/GLTPD2/RAMP1/GNMT/MARCO/GCGR/INHBA/CRHBP/FTCD/LBP/APOA1",31
"GO:0060229","lipase activator activity","7/1251","23/18662",0.304347826086957,4.54015917700622,4.55365010532576,0.000565134471726742,0.00526249072296003,0.00404953914071697,"CCL5/CCL8/CCL3/PDGFRB/APOA5/APOC2/APOH",7
"GO:0030169","low-density lipoprotein particle binding","6/1251","17/18662",0.352941176470588,5.26505854140217,4.71576893211025,0.000583373587034995,0.00538294718945927,0.00414223159406666,"LDLR/MSR1/TREM2/PCSK9/LIPC/CRP",6
"GO:0043394","proteoglycan binding","9/1251","37/18662",0.243243243243243,3.62862142718258,4.29007632263042,0.000595944663157771,0.00544940390184809,0.00419337069761087,"ITGA2/COL5A1/CFH/FN1/APOE/TNC/COMP/FCN2/HRG",9
"GO:0016878","acid-thiol ligase activity","8/1251","30/18662",0.266666666666667,3.97804423128164,4.37568738569184,0.000617063199118918,0.00559213524201519,0.00430320388859245,"ACSF2/ACSL1/ACSS3/ACSM5/ACSL6/ACSM2A/SLC27A5/ACSM2B",8
"GO:0004032","aldose reductase (NADPH) activity","5/1251","12/18662",0.416666666666667,6.21569411137757,4.84448450947241,0.000714158874714536,0.00635175121523748,0.0048877359623606,"AKR1B10/AKR1C1/AKR1D1/AKR1C4/ADH4",5
"GO:0015132","prostaglandin transmembrane transporter activity","5/1251","12/18662",0.416666666666667,6.21569411137757,4.84448450947241,0.000714158874714536,0.00635175121523748,0.0048877359623606,"SLCO2A1/SLCO4A1/SLC22A7/SLCO1B1/SLC22A1",5
"GO:0005501","retinoid binding","9/1251","38/18662",0.236842105263158,3.53313138962514,4.18983853645657,0.000734998245649847,0.00635175121523748,0.0048877359623606,"UGT1A8/CRABP2/RBP1/CYP2W1/C8G/UGT1A1/SERPINA5/RBP4/ADH4",9
"GO:0015179","L-amino acid transmembrane transporter activity","12/1251","62/18662",0.193548387096774,2.88729016786571,3.98990268790212,0.000738258886402147,0.00635175121523748,0.0048877359623606,"SLC36A1/SLC1A1/SLC7A1/SLC43A1/SLC25A15/SLC38A5/SLC7A2/SLC38A4/SLC7A5/SLC6A20/SLC25A18/SLC38A3",12
"GO:0008194","UDP-glycosyltransferase activity","21/1251","146/18662",0.143835616438356,2.14569166584541,3.7252450753068,0.000738430190539924,0.00635175121523748,0.0048877359623606,"B4GALNT2/UGT1A8/UGT1A10/B3GALT5/GCNT3/UGT2A3/B3GNT7/GALNT12/B3GALT4/ABO/B3GNT8/CHPF/GALNT6/B4GALNT4/UGT1A6/UGT2B7/UGT1A1/UGT2B10/GYS2/UGT1A4/UGT2B4",21
"GO:0015293","symporter activity","21/1251","146/18662",0.143835616438356,2.14569166584541,3.7252450753068,0.000738430190539924,0.00635175121523748,0.0048877359623606,"SLC6A19/SLC4A4/SLC17A4/SLC36A1/SLC22A5/SLC16A9/SLC15A1/SLC6A9/SLC1A1/MFSD12/SLC29A1/SLC39A10/SLC5A6/SLC38A4/SLC6A6/SLC6A20/SLC25A18/SLC38A3/SLC13A5/SLC10A1/SLC22A1",21
"GO:0019840","isoprenoid binding","9/1251","39/18662",0.230769230769231,3.44253827707065,4.09291865851185,0.000899386697993303,0.00767123948288405,0.00590309535525016,"UGT1A8/CRABP2/RBP1/CYP2W1/C8G/UGT1A1/SERPINA5/RBP4/ADH4",9
"GO:0015485","cholesterol binding","11/1251","55/18662",0.2,2.98353317346123,3.94881590853216,0.000912413837540699,0.00771750037586508,0.00593869357416841,"SIDT1/PROM2/OSBPL7/OSBPL1A/GRAMD1A/TMEM97/SULT2B1/APOF/APOC3/APOA1/APOA2",11
"GO:0008483","transaminase activity","7/1251","25/18662",0.28,4.17694644284572,4.26065283665028,0.000984622077588423,0.00825150363191741,0.00634961441004171,"GPT/ABAT/GPT2/PSAT1/AGXT2/TAT/AGXT",7
"GO:1901682","sulfur compound transmembrane transporter activity","12/1251","64/18662",0.1875,2.7970623501199,3.86015073974108,0.000991806347875788,0.00825150363191741,0.00634961441004171,"SLC26A3/SLC26A2/ABCG2/SLC36A1/SLC44A4/SLC1A1/MFSD12/SLC19A2/SLC5A6/SLC6A6/SLC22A1/SLC25A47",12
"GO:0071714","icosanoid transmembrane transporter activity","5/1251","13/18662",0.384615384615385,5.73756379511775,4.58018717496692,0.00109668965209499,0.00904991867379202,0.00696400275442435,"SLCO2A1/SLCO4A1/SLC22A7/SLCO1B1/SLC22A1",5
"GO:0004303","estradiol 17-beta-dehydrogenase [NAD(P)+] activity","6/1251","19/18662",0.315789473684211,4.71084185283352,4.33786068795794,0.0011388623214998,0.00921125473095948,0.00708815246084722,"DHRS11/HSD17B2/AKR1C1/HSD17B6/AKR1C4/HSD17B13",6
"GO:0042834","peptidoglycan binding","6/1251","19/18662",0.315789473684211,4.71084185283352,4.33786068795794,0.0011388623214998,0.00921125473095948,0.00708815246084722,"ZG16/TREM2/REG1A/REG3A/REG1B/PGLYRP2",6
"GO:0038024","cargo receptor activity","12/1251","65/18662",0.184615384615385,2.75403062165652,3.79714041494487,0.0011434661045329,0.00921125473095948,0.00708815246084722,"SCARA5/AMN/APOBR/LDLR/HMMR/MSR1/MARCO/OLR1/ASGR1/ASGR2/TFR2/VTN",12
"GO:0072341","modified amino acid binding","15/1251","93/18662",0.161290322580645,2.40607513988809,3.64367807580749,0.00126689661333128,0.0101251973427658,0.00779144042347129,"SCIN/GSTM2/PLCD1/APPL2/SMPD3/SYTL2/FASN/CPNE1/ANXA3/TREM2/CBS/DPEP1/GNMT/FTCD/CPS1",15
"GO:0016903","oxidoreductase activity, acting on the aldehyde or oxo group of donors","9/1251","41/18662",0.219512195121951,3.27460958062818,3.90824288471653,0.00131758692309383,0.0104480525542206,0.00803988073137845,"AKR1B10/ALDH1L1/ALDH4A1/OGDHL/AOX1/ALDH8A1/AKR1C4/HAO1/ADH4",9
"GO:0046624","sphingolipid transporter activity","6/1251","20/18662",0.3,4.47529976019185,4.16816852629365,0.00153546428707206,0.0120159810774082,0.00924641738080053,"ABCG2/GLTP/ABCB1/SPNS2/GLTPD2/MTTP",6
"GO:0004601","peroxidase activity","10/1251","50/18662",0.2,2.98353317346123,3.76454247803894,0.00154277138671523,0.0120159810774082,0.00924641738080053,"GSTM2/MB/HBA1/HBA2/HBB/PRDX6/PXDN/PTGS2/GSTA1/CP",10
"GO:0015081","sodium ion transmembrane transporter activity","22/1251","165/18662",0.133333333333333,1.98902211564082,3.4204368792917,0.00155083105531082,0.0120159810774082,0.00924641738080053,"SLC4A4/SCNN1B/SLC9A3/SLC17A4/SLC9A2/CNNM4/SLC9A1/SLC6A9/SCNN1A/TRPM4/CHP1/SLC1A1/SLC29A1/SLC38A5/SLC5A6/SLC38A4/SLC6A6/SLC6A20/SLC38A3/SLC13A5/SLC10A1/SLC22A1",22
"GO:0048020","CCR chemokine receptor binding","10/1251","51/18662",0.196078431372549,2.92503252300121,3.68996764591641,0.00180575427641655,0.0138851559891121,0.0106847661331824,"CXCL13/CCL5/CCL8/CCL15/CCL4/CCL24/CCL3/CCL4L1/CCL18/CCL16",10
"GO:0005343","organic acid:sodium symporter activity","8/1251","35/18662",0.228571428571429,3.40975219824141,3.82489223472926,0.00184015672495168,0.013997270538768,0.0107710393982534,"SLC6A9/SLC1A1/SLC5A6/SLC38A4/SLC6A6/SLC6A20/SLC13A5/SLC10A1",8
"GO:0015294","solute:monoatomic cation symporter activity","17/1251","116/18662",0.146551724137931,2.18620965296728,3.43518059859553,0.00184791551940385,0.013997270538768,0.0107710393982534,"SLC4A4/SLC17A4/SLC36A1/SLC15A1/SLC6A9/SLC1A1/SLC29A1/SLC39A10/SLC5A6/SLC38A4/SLC6A6/SLC6A20/SLC25A18/SLC38A3/SLC13A5/SLC10A1/SLC22A1",17
"GO:0032934","sterol binding","12/1251","69/18662",0.173913043478261,2.59437667257498,3.55651787499567,0.00195512900728477,0.0146996736473633,0.0113115456016008,"SIDT1/PROM2/OSBPL7/OSBPL1A/GRAMD1A/INSIG1/TMEM97/SULT2B1/APOF/APOC3/APOA1/APOA2",12
"GO:0005126","cytokine receptor binding","32/1251","278/18662",0.115107913669065,1.71714139479783,3.22917392786393,0.00197378820667666,0.0147308458071824,0.0113355328897375,"CCL28/CXCL14/CXCL13/CCL5/CCL8/CCL15/KITLG/PXDN/CCL4/CCL24/CCL3/CCL4L1/PGF/VEGFA/CXCL9/CCL18/CXCL10/CXCL3/CXCL1/IL1B/LRG1/IL1RN/TNFSF9/CXCL2/CXCL5/IL6/CXCL11/CCL16/C3/CXCL6/INHBC/C5",32
